"","DX","distinct_specialty_count","code_volume_percent","concept_name"
"308","H11069",1,4.78395587469668e-08,"Recurrent pterygium of unspecified eye"
"309","H11819",1,4.61899187901748e-09,"Pseudopterygium of conjunctiva, unspecified eye"
"310","H15021",1,1.25372636716189e-08,"Brawny scleritis, right eye"
"311","H15022",1,2.2765031403729e-08,"Brawny scleritis, left eye"
"312","H15023",1,1.18774076889021e-08,"Brawny scleritis, bilateral"
"313","H15039",1,1.45168316197692e-08,"Posterior scleritis, unspecified eye"
"314","H15059",1,7.91827179260139e-09,"Scleromalacia perforans, unspecified eye"
"315","H15811",1,1.05576957234685e-08,"Equatorial staphyloma, right eye"
"316","H15819",1,9.89783974075174e-08,"Equatorial staphyloma, unspecified eye"
"317","H15822",1,2.50745273432378e-08,"Localized anterior staphyloma, left eye"
"318","H15851",1,1.08876237148269e-08,"Ring staphyloma, right eye"
"319","H16029",1,8.90805576667657e-09,"Ring corneal ulcer, unspecified eye"
"320","H16033",1,1.3527047645694e-08,"Corneal ulcer with hypopyon, bilateral"
"321","H16039",1,1.84759675160699e-08,"Corneal ulcer with hypopyon, unspecified eye"
"322","H16061",1,1.4153910829275e-07,"Mycotic corneal ulcer, right eye"
"323","H16062",1,1.09866021122344e-07,"Mycotic corneal ulcer, left eye"
"324","H16063",1,2.4414671360521e-08,"Mycotic corneal ulcer, bilateral"
"325","H16069",1,2.73840232827465e-08,"Mycotic corneal ulcer, unspecified eye"
"326","H16073",1,1.5176687602486e-08,"Perforated corneal ulcer, bilateral"
"327","H16243",1,8.90805576667657e-09,"Ophthalmia nodosa, bilateral"
"328","H16269",1,8.24819978395979e-09,"Vernal keratoconjunctivitis, with limbar and corneal involvement, unspecified eye"
"329","H16319",1,6.92848781852622e-09,"Corneal abscess, unspecified eye"
"330","H16399",1,1.6826327559278e-08,"Other interstitial and deep keratitis, unspecified eye"
"331","H16449",1,2.54044553345961e-08,"Deep vascularization of cornea, unspecified eye"
"332","H18031",1,1.28671916629773e-08,"Corneal deposits in metabolic disorders, right eye"
"333","H18032",1,1.48467596111276e-08,"Corneal deposits in metabolic disorders, left eye"
"334","H18039",1,1.18774076889021e-08,"Corneal deposits in metabolic disorders, unspecified eye"
"335","H18041",1,6.59855982716783e-09,"Kayser-Fleischer ring, right eye"
"336","H18069",1,5.60877585309265e-09,"Stromal corneal pigmentations, unspecified eye"
"337","H18319",1,8.90805576667657e-09,"Folds and rupture in Bowman's membrane, unspecified eye"
"338","H18339",1,1.61664715765612e-08,"Rupture in Descemet's membrane, unspecified eye"
"339","H18441",1,4.5530062807458e-08,"Keratomalacia, right eye"
"340","H18442",1,4.09110709284405e-08,"Keratomalacia, left eye"
"341","H18443",1,2.07854634555787e-08,"Keratomalacia, bilateral"
"342","H18721",1,1.25372636716189e-08,"Corneal staphyloma, right eye"
"343","H18733",1,3.00234472136136e-08,"Descemetocele, bilateral"
"344","H18819",1,1.81460395247115e-08,"Anesthesia and hypoesthesia of cornea, unspecified eye"
"345","H20053",1,3.53022950753479e-08,"Hypopyon, bilateral"
"346","H20059",1,1.88058955074283e-08,"Hypopyon, unspecified eye"
"347","H2020",1,2.17752474296538e-08,"Lens-induced iridocyclitis, unspecified eye"
"348","H20821",1,3.06833031963304e-08,"Vogt-Koyanagi syndrome, right eye"
"349","H20822",1,2.90336632395384e-08,"Vogt-Koyanagi syndrome, left eye"
"350","H21219",1,4.61899187901748e-09,"Degeneration of chamber angle, unspecified eye"
"351","H21249",1,4.94891987037587e-09,"Degeneration of pupillary margin, unspecified eye"
"352","H21253",1,2.73840232827465e-08,"Iridoschisis, bilateral"
"353","H21273",1,1.48467596111276e-07,"Miotic pupillary cyst, bilateral"
"354","H21279",1,1.08876237148269e-08,"Miotic pupillary cyst, unspecified eye"
"355","H21311",1,2.01256074728619e-08,"Exudative cysts of iris or anterior chamber, right eye"
"356","H21312",1,1.91358234987867e-08,"Exudative cysts of iris or anterior chamber, left eye"
"357","H21322",1,3.76117910148566e-08,"Implantation cysts of iris, ciliary body or anterior chamber, left eye"
"358","H21329",1,1.5176687602486e-08,"Implantation cysts of iris, ciliary body or anterior chamber, unspecified eye"
"359","H21343",1,1.55066155938444e-08,"Primary cyst of pars plana, bilateral"
"360","H21353",1,1.55066155938444e-08,"Exudative cyst of pars plana, bilateral"
"361","H21509",1,1.15474796975437e-07,"Unspecified adhesions of iris and ciliary body, unspecified eye"
"362","H21529",1,8.41316377963898e-08,"Goniosynechiae, unspecified eye"
"363","H26119",1,6.59855982716783e-09,"Localized traumatic opacities, unspecified eye"
"364","H27129",1,2.83738072568217e-08,"Anterior dislocation of lens, unspecified eye"
"365","H30039",1,8.57812777531818e-09,"Focal chorioretinal inflammation, peripheral, unspecified eye"
"366","H30109",1,4.22307828938741e-08,"Unspecified disseminated chorioretinal inflammation, unspecified eye"
"367","H30119",1,1.18774076889021e-08,"Disseminated chorioretinal inflammation of posterior pole, unspecified eye"
"368","H3020",1,4.42103508420245e-08,"Posterior cyclitis, unspecified eye"
"369","H30811",1,1.22073356802605e-08,"Harada's disease, right eye"
"370","H30812",1,1.45168316197692e-08,"Harada's disease, left eye"
"371","H30819",1,8.24819978395979e-09,"Harada's disease, unspecified eye"
"372","H31309",1,4.45402788333828e-08,"Unspecified choroidal hemorrhage, unspecified eye"
"373","H31319",1,6.59855982716783e-09,"Expulsive choroidal hemorrhage, unspecified eye"
"374","H31329",1,1.08876237148269e-08,"Choroidal rupture, unspecified eye"
"375","H31413",1,2.30949593950874e-08,"Hemorrhagic choroidal detachment, bilateral"
"376","H31419",1,1.31971196543357e-08,"Hemorrhagic choroidal detachment, unspecified eye"
"377","H31429",1,3.46424390926311e-08,"Serous choroidal detachment, unspecified eye"
"378","H33049",1,8.24819978395979e-09,"Retinal detachment with retinal dialysis, unspecified eye"
"379","H33121",1,1.91358234987867e-08,"Parasitic cyst of retina, right eye"
"380","H33122",1,1.25372636716189e-08,"Parasitic cyst of retina, left eye"
"381","H35139",1,1.31971196543357e-08,"Retinopathy of prematurity, stage 2, unspecified eye"
"382","H35141",1,1.41869036284108e-08,"Retinopathy of prematurity, stage 3, right eye"
"383","H35142",1,1.61664715765612e-08,"Retinopathy of prematurity, stage 3, left eye"
"384","H35152",1,6.26863183580944e-09,"Retinopathy of prematurity, stage 4, left eye"
"385","H35161",1,8.90805576667657e-09,"Retinopathy of prematurity, stage 5, right eye"
"386","H35162",1,9.56791174939335e-09,"Retinopathy of prematurity, stage 5, left eye"
"387","H3531",1,3.43125111012727e-08,"Nonexudative age-related macular degeneration"
"388","H35313",1,5.93870384445105e-09,"Nonexudative age-related macular degeneration, bilateral"
"389","H3532",1,6.59855982716783e-09,"Exudative age-related macular degeneration"
"390","H4011",1,1.08876237148269e-08,"Primary open-angle glaucoma"
"391","H401393",1,2.57343833259545e-08,"Pigmentary glaucoma, unspecified eye, severe stage"
"392","H401394",1,2.34248873864458e-08,"Pigmentary glaucoma, unspecified eye, indeterminate stage"
"393","H4030X4",1,8.57812777531818e-09,"Glaucoma secondary to eye trauma, unspecified eye, indeterminate stage"
"394","H4060X2",1,6.96148061766206e-08,"Glaucoma secondary to drugs, unspecified eye, moderate stage"
"395","H4060X3",1,2.34248873864458e-08,"Glaucoma secondary to drugs, unspecified eye, severe stage"
"396","H4060X4",1,3.7941719006215e-08,"Glaucoma secondary to drugs, unspecified eye, indeterminate stage"
"397","H40821",1,2.01256074728619e-08,"Hypersecretion glaucoma, right eye"
"398","H44013",1,2.2765031403729e-08,"Panophthalmitis (acute), bilateral"
"399","H44022",1,1.04917101251968e-07,"Vitreous abscess (chronic), left eye"
"400","H44121",1,3.69519350321398e-08,"Parasitic endophthalmitis, unspecified, right eye"
"401","H44122",1,3.46424390926311e-08,"Parasitic endophthalmitis, unspecified, left eye"
"402","H44123",1,1.3527047645694e-08,"Parasitic endophthalmitis, unspecified, bilateral"
"403","H442A1",1,3.50383526822612e-07,"Degenerative myopia with choroidal neovascularization, right eye"
"404","H442A2",1,3.65560214425098e-07,"Degenerative myopia with choroidal neovascularization, left eye"
"405","H442B3",1,3.0353375204972e-08,"Degenerative myopia with macular hole, bilateral eye"
"406","H442C1",1,1.16464580949512e-07,"Degenerative myopia with retinal detachment, right eye"
"407","H442C2",1,9.53491895025751e-08,"Degenerative myopia with retinal detachment, left eye"
"408","H442C3",1,2.30949593950874e-08,"Degenerative myopia with retinal detachment, bilateral eye"
"409","H442D1",1,2.14453194382954e-08,"Degenerative myopia with foveoschisis, right eye"
"410","H442D2",1,2.21051754210122e-08,"Degenerative myopia with foveoschisis, left eye"
"411","H442D3",1,4.02512149457238e-08,"Degenerative myopia with foveoschisis, bilateral eye"
"412","H44311",1,6.59855982716783e-09,"Chalcosis, right eye"
"413","H44322",1,5.93870384445105e-09,"Siderosis of eye, left eye"
"414","H44391",1,2.77139512741049e-08,"Other degenerative disorders of globe, right eye"
"415","H44392",1,2.50745273432378e-08,"Other degenerative disorders of globe, left eye"
"416","H44393",1,4.05811429370821e-08,"Other degenerative disorders of globe, bilateral"
"417","H44419",1,1.81460395247115e-08,"Flat anterior chamber hypotony of unspecified eye"
"418","H44429",1,3.39825831099143e-08,"Hypotony of unspecified eye due to ocular fistula"
"419","H44433",1,1.57045723886594e-07,"Hypotony of eye due to other ocular disorders, bilateral"
"420","H44439",1,7.48936540383549e-08,"Hypotony of eye due to other ocular disorders, unspecified eye"
"421","H44449",1,1.61664715765612e-08,"Primary hypotony of unspecified eye"
"422","H44603",1,6.10366784013024e-08,"Unspecified retained (old) intraocular foreign body, magnetic, bilateral"
"423","H44609",1,6.43359583148863e-08,"Unspecified retained (old) intraocular foreign body, magnetic, unspecified eye"
"424","H44611",1,1.38569756370524e-08,"Retained (old) magnetic foreign body in anterior chamber, right eye"
"425","H44612",1,7.91827179260139e-09,"Retained (old) magnetic foreign body in anterior chamber, left eye"
"426","H44619",1,3.89315029802902e-08,"Retained (old) magnetic foreign body in anterior chamber, unspecified eye"
"427","H44629",1,7.588343801243e-09,"Retained (old) magnetic foreign body in iris or ciliary body, unspecified eye"
"428","H44631",1,6.26863183580944e-09,"Retained (old) magnetic foreign body in lens, right eye"
"429","H44691",1,8.24819978395979e-09,"Retained (old) intraocular foreign body, magnetic, in other or multiple sites, right eye"
"430","H44703",1,1.25372636716189e-08,"Unspecified retained (old) intraocular foreign body, nonmagnetic, bilateral"
"431","H44741",1,9.23798375803496e-09,"Retained (nonmagnetic) (old) foreign body in posterior wall of globe, right eye"
"432","H44742",1,1.3527047645694e-08,"Retained (nonmagnetic) (old) foreign body in posterior wall of globe, left eye"
"433","H44743",1,3.62920790494231e-09,"Retained (nonmagnetic) (old) foreign body in posterior wall of globe, bilateral"
"434","H44759",1,9.23798375803496e-09,"Retained (nonmagnetic) (old) foreign body in vitreous body, unspecified eye"
"435","H44792",1,2.60643113173129e-08,"Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites, left eye"
"436","H44799",1,1.05576957234685e-08,"Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites, unspecified eye"
"437","H44821",1,1.64963995679196e-08,"Luxation of globe, right eye"
"438","H44822",1,1.81460395247115e-08,"Luxation of globe, left eye"
"439","H44823",1,9.56791174939335e-09,"Luxation of globe, bilateral"
"440","H44829",1,7.25841580988461e-09,"Luxation of globe, unspecified eye"
"441","H47621",1,3.29927991358391e-08,"Disorders of visual cortex in (due to) inflammatory disorders, right side of brain"
"442","H47639",1,1.25372636716189e-08,"Disorders of visual cortex in (due to) neoplasm, unspecified side of brain"
"443","H49811",1,9.56791174939335e-09,"Kearns-Sayre syndrome, right eye"
"444","H49812",1,8.57812777531818e-09,"Kearns-Sayre syndrome, left eye"
"445","H52511",1,9.23798375803496e-09,"Internal ophthalmoplegia (complete) (total), right eye"
"446","H52512",1,1.25372636716189e-08,"Internal ophthalmoplegia (complete) (total), left eye"
"447","H52522",1,1.6826327559278e-08,"Paresis of accommodation, left eye"
"448","H59019",1,1.41869036284108e-08,"Keratopathy (bullous aphakic) following cataract surgery, unspecified eye"
"449","H59219",1,5.27884786173426e-09,"Accidental puncture and laceration of unspecified eye and adnexa during an ophthalmic procedure"
"450","H59321",1,1.64963995679196e-08,"Postprocedural hemorrhage of right eye and adnexa following other procedure"
"451","H59322",1,1.84759675160699e-08,"Postprocedural hemorrhage of left eye and adnexa following other procedure"
"452","H59331",1,1.25372636716189e-08,"Postprocedural hematoma of right eye and adnexa following an ophthalmic procedure"
"453","H59353",1,1.12175517061853e-08,"Postprocedural seroma of eye and adnexa following an ophthalmic procedure, bilateral"
"454","H5943",1,1.59685147817461e-07,"Inflammation (infection) of postprocedural bleb, stage 3"
"455","H60529",1,9.89783974075174e-09,"Acute chemical otitis externa, unspecified ear"
"456","H61103",1,1.02277677321101e-08,"Unspecified noninfective disorders of pinna, bilateral"
"457","H61311",1,4.81694867383252e-08,"Acquired stenosis of right external ear canal secondary to trauma"
"458","H61312",1,4.61899187901748e-08,"Acquired stenosis of left external ear canal secondary to trauma"
"459","H61313",1,1.94657514901451e-08,"Acquired stenosis of external ear canal secondary to trauma, bilateral"
"460","H61319",1,3.66220070407814e-08,"Acquired stenosis of external ear canal secondary to trauma, unspecified ear"
"461","H61399",1,8.90805576667657e-08,"Other acquired stenosis of external ear canal, unspecified ear"
"462","H628X3",1,2.81758504620066e-07,"Other disorders of external ear in diseases classified elsewhere, bilateral"
"463","H628X9",1,8.77608457013321e-08,"Other disorders of external ear in diseases classified elsewhere, unspecified ear"
"464","H66017",1,8.24819978395979e-09,"Acute suppurative otitis media with spontaneous rupture of ear drum, recurrent, unspecified ear"
"465","H68111",1,6.92848781852622e-09,"Osseous obstruction of Eustachian tube, right ear"
"466","H68113",1,5.93870384445105e-09,"Osseous obstruction of Eustachian tube, bilateral"
"467","H68129",1,1.58365435852028e-08,"Intrinsic cartilagenous obstruction of Eustachian tube, unspecified ear"
"468","H68132",1,4.38804228506661e-08,"Extrinsic cartilagenous obstruction of Eustachian tube, left ear"
"469","H68133",1,1.74531907428589e-07,"Extrinsic cartilagenous obstruction of Eustachian tube, bilateral"
"470","H70219",1,6.03768224185856e-08,"Acute petrositis, unspecified ear"
"471","H70222",1,3.39825831099143e-08,"Chronic petrositis, left ear"
"472","H70223",1,3.53022950753479e-08,"Chronic petrositis, bilateral"
"473","H70811",1,2.24351034123706e-08,"Postauricular fistula, right ear"
"474","H70812",1,2.63942393086713e-08,"Postauricular fistula, left ear"
"475","H7110",1,4.28906388765909e-08,"Cholesteatoma of tympanum, unspecified ear"
"476","H7130",1,1.5176687602486e-08,"Diffuse cholesteatosis, unspecified ear"
"477","H7133",1,1.58365435852028e-08,"Diffuse cholesteatosis, bilateral"
"478","H7213",1,6.8295094211187e-08,"Attic perforation of tympanic membrane, bilateral"
"479","H72811",1,5.01490546864755e-08,"Multiple perforations of tympanic membrane, right ear"
