Table,test_concept_id,test_name,test_vocab,test_code,pt_count_test,per_total_pt
measurement,3045765,ABO and Rh group [Type] in Cord blood,LOINC,34474-7,5899,0.018709344
measurement,3036005,Urine sediment comments by Light microscopy Narrative,LOINC,11279-7,5865,0.018601509
observation,4143454,Food appetite,SNOMED,33911006,5847,0.01854442
observation,1332752,How often did you use prescription sedatives or prescription sleeping pills?,PPI,tsu_ds5_13_xx8,5846,0.018541248
observation,1332824,Did you use prescription sedatives or prescription sleeping pills in any way a doctor did not direct you to use it?,PPI,tsu_ds5_13_xx33,5846,0.018541248
observation,1332826,Do you think you have used more or less prescription sedatives or prescription sleeping pills in the past month than you used to?,PPI,tsu_ds5_13_xx34,5846,0.018541248
measurement,3025285,Estradiol (E2) [Mass/volume] in Serum or Plasma,LOINC,2243-4,5801,0.018398526
measurement,3013502,Oxygen saturation in Blood,LOINC,20564-1,5798,0.018389011
measurement,3039353,Urinalysis microscopic panel - Urine Qualitative by Automated,LOINC,53315-8,5787,0.018354123
measurement,3043953,Rubella virus IgG Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,40667-8,5785,0.01834778
observation,4179242,History of malignant neoplasm of skin,SNOMED,429050006,5740,0.018205057
observation,4041306,Tobacco use and exposure,SNOMED,229819007,5731,0.018176513
measurement,3027361,Cholecalciferol (Vit D3) [Mass/volume] in Serum or Plasma,LOINC,1990-1,5717,0.01813211
measurement,2212593,Thyroid stimulating hormone (TSH),CPT4,84443,5715,0.018125767
measurement,3050068,Calcium.ionized [Moles/volume] in Blood by Ion-selective membrane electrode (ISE),LOINC,47596-2,5682,0.018021104
observation,43528871,Other: Rx Meds for Vitamin B Deficiency,PPI,Other_RxMedsforVitaminBDeficiency,5667,0.01797353
observation,43530386,Other: Vitamin B Deficiency Currently,PPI,Other_VitaminBDeficiencyCurrently,5667,0.01797353
observation,43530544,Other: How Old Were You Vitamin B Deficiency,PPI,Other_HowOldWereYouVitaminBDeficiency,5667,0.01797353
observation,43529978,Health Advice: Traditional Healer Visits,PPI,HealthAdvice_TraditionalHealerVisits,5643,0.017897411
measurement,3025643,Ethanol [Mass/volume] in Blood,LOINC,5640-8,5600,0.017761032
measurement,3035962,HIV 1+2 Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,31201-7,5599,0.01775786
observation,4052017,Religious affiliation,SNOMED,160538000,5598,0.017754688
observation,4267504,Finding of marital or partnership status,SNOMED,365581002,5598,0.017754688
measurement,3014204,Oxygen saturation in Venous cord blood,LOINC,28643-5,5584,0.017710286
measurement,3018447,Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,11011-4,5577,0.017688085
observation,4276526,Cigarette smoker,SNOMED,65568007,5574,0.01767857
measurement,40765367,Deprecated PhenX measure - respiratory - respiratory rate,LOINC,62631-7,5536,0.017558048
measurement,3045524,Bilirubin direct and total panel [Mass/volume] - Serum or Plasma,LOINC,34543-9,5439,0.017250402
measurement,4353938,End tidal carbon dioxide concentration,SNOMED,250784008,5398,0.017120366
observation,903571,Extra Consent: DNA Question,PPI,ExtraConsent_DNAQuestion,5398,0.017120366
measurement,3046279,Procalcitonin [Mass/volume] in Serum or Plasma,LOINC,33959-8,5395,0.017110851
measurement,3001582,Protein/Creatinine [Mass Ratio] in Urine,LOINC,2890-2,5392,0.017101336
measurement,3019050,Tissue transglutaminase IgA Ab [Units/volume] in Serum,LOINC,31017-7,5325,0.016888838
measurement,4017787,"Lipids, triglycerides measurement",SNOMED,104784006,5318,0.016866637
observation,44784264,Consultation for malignant neoplasm disease,SNOMED,698308008,5311,0.016844436
observation,1586222,Blood pressure protocol modifications,PPI,protocol-modifications-blood-pressure,5293,0.016787347
measurement,4172647,Basophil count,SNOMED,42351005,5291,0.016781003
measurement,4216098,Eosinophil count,SNOMED,71960002,5291,0.016781003
measurement,3002385,Erythrocyte distribution width [Ratio],LOINC,30385-9,5283,0.01675563
measurement,3038691,Anisocytosis [Presence] in Blood,LOINC,38892-6,5283,0.01675563
measurement,3026782,Osmolality of Urine,LOINC,2695-5,5278,0.016739772
measurement,3020138,Lactate [Mass/volume] in Serum or Plasma,LOINC,14118-4,5275,0.016730258
observation,765598,Gathering of allergy history,SNOMED,4.52E+14,5259,0.016679512
observation,2101897,"Current tobacco non-user (CAD, CAP, COPD, PV) (DM) (IBD)",CPT4,1036F,5252,0.01665731
observation,42528957,Pregnancy status,LOINC,82810-3,5230,0.016587535
observation,43528787,Circulatory: Rx Meds for Atrial Fibrillation,PPI,Circulatory_RxMedsforAtrialFibrillation,5203,0.016501901
observation,43530303,Circulatory: Atrial Fibrillation Currently,PPI,Circulatory_AtrialFibrillationCurrently,5203,0.016501901
observation,43530414,Circulatory: How Old Were You Atrial Fibrillation,PPI,Circulatory_HowOldWereYouAtrialFibrillation,5203,0.016501901
measurement,3033408,Glucose [Mass/volume] in Venous blood,LOINC,41652-9,5202,0.01649873
observation,4271764,Employment detail,SNOMED,364703007,5192,0.016467014
measurement,3020399,Glucose [Mass/volume] in Urine,LOINC,2350-7,5191,0.016463842
measurement,3007435,Base excess in Venous cord blood by calculation,LOINC,28639-3,5174,0.016409925
measurement,3020647,HIV 1 p24 Ag [Presence] in Serum or Plasma by Immunoassay,LOINC,18396-2,5150,0.016333806
measurement,3032080,INR in Blood by Coagulation assay,LOINC,34714-6,5136,0.016289403
observation,43528863,Nervous System: Rx Meds for Restless Leg,PPI,NervousSystem_RxMedsforRestlessLeg,5135,0.016286232
observation,43530378,Nervous System: Restless Leg Currently,PPI,NervousSystem_RestlessLegCurrently,5135,0.016286232
observation,43530537,Nervous System: How Old Were You Restless Leg,PPI,NervousSystem_HowOldWereYouRestlessLeg,5135,0.016286232
observation,1384394,Other: How Old Were You Other Diagnosis,PPI,Other_HowOldWereYouOtherDiagnosis,5130,0.016270374
observation,1384409,Other: Other Diagnosis Currently,PPI,Other_OtherDiagnosisCurrently,5130,0.016270374
observation,1384589,Other: Rx Meds for Other Diagnosis,PPI,Other_RxMedsforOtherDiagnosis,5130,0.016270374
observation,1384474,Other: Endometriosis Currently,PPI,Other_EndometriosisCurrently,5087,0.016133994
observation,1384624,Other: Rx Meds for Endometriosis,PPI,Other_RxMedsforEndometriosis,5087,0.016133994
observation,1384636,Other: How Old Were You Endometriosis,PPI,Other_HowOldWereYouEndometriosis,5087,0.016133994
measurement,3016251,Hemoglobin.gastrointestinal [Presence] in Stool,LOINC,2335-8,5076,0.016099107
measurement,3037410,Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+68 DNA [Presence] in Cervix by Probe with signal amplification,LOINC,30167-1,5067,0.016070562
observation,42539646,History of disorder of digestive system,SNOMED,736726000,5063,0.016057876
measurement,3025590,Crystals [type] in Urine sediment by Light microscopy,LOINC,5782-8,5057,0.016038846
measurement,3010854,Neisseria gonorrhoeae rRNA [Presence] in Unspecified specimen by Probe,LOINC,5028-6,5051,0.016019816
measurement,4324383,Creatinine measurement,SNOMED,70901006,5043,0.015994443
observation,4043369,Activity of daily living,SNOMED,129025006,5038,0.015978585
observation,1384398,Infectious Diseases: Rx Meds for Yeast Infection,PPI,InfectiousDiseases_RxMedsforYeastInfection,5033,0.015962727
observation,1384465,Infectious Diseases: Yeast Infection Currently,PPI,InfectiousDiseases_YeastInfectionCurrently,5033,0.015962727
observation,1384621,Infectious Diseases: How Old Were You Yeast Infection,PPI,InfectiousDiseases_HowOldWereYouYeastInfection,5033,0.015962727
measurement,3009041,Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,3181-5,5017,0.015911981
observation,37016200,Exposure to viral disease,SNOMED,1.51E+14,4995,0.015842206
measurement,3009956,Propoxyphene [Presence] in Urine by Screen method,LOINC,19429-0,4989,0.015823176
observation,2617844,"No prescriptions were generated during the encounter, provider does have access to a qualified e-prescribing system",HCPCS,G8445,4975,0.015778774
measurement,3027315,Oxygen [Partial pressure] in Blood,LOINC,11556-8,4966,0.015750229
measurement,3013750,Rubella virus IgG Ab [Presence] in Serum,LOINC,25514-1,4941,0.015670939
observation,4334494,Family history of malignant neoplasm of digestive organ,SNOMED,430813008,4902,0.015547246
measurement,3027270,Segmented neutrophils [#/volume] in Blood by Manual count,LOINC,768-2,4882,0.015483814
measurement,3013742,Prealbumin [Mass/volume] in Serum or Plasma,LOINC,14338-8,4869,0.015442583
observation,1384489,Infectious Diseases: Other Infectious Disease Currently,PPI,InfectiousDiseases_OtherInfectiousDiseaseCurrently,4867,0.015436239
observation,1384517,Infectious Diseases: Rx Meds for Other Infectious Disease,PPI,InfectiousDisease_RxOtherDisease,4867,0.015436239
observation,1384647,Infectious Diseases: How Old Were You Other Infectious Disease,PPI,InfectiousDisease_HowOldOther,4867,0.015436239
measurement,2212392,Hemoglobin; glycosylated (A1C),CPT4,83036,4858,0.015407695
measurement,3039919,Specific gravity of Urine by Automated test strip,LOINC,53326-5,4829,0.015315718
measurement,3002173,Hemoglobin [Mass/volume] in Arterial blood,LOINC,30313-1,4824,0.01529986
measurement,3012336,Haptoglobin [Mass/volume] in Serum or Plasma,LOINC,4542-7,4819,0.015284002
observation,4059182,H/O: infectious disease,SNOMED,161413004,4811,0.015258629
observation,1384460,Digestive: Other Digestive Condition Currently,PPI,Digestive_OtherDigestiveConditionCurrently,4806,0.015242771
observation,1384468,Digestive: Rx Meds for Other Digestive Condition,PPI,Digestive_RxMedsforOtherDigestiveCondition,4806,0.015242771
observation,1384649,Digestive: How Old Were You Other Digestive Condition,PPI,Digestive_HowOldWereYouOtherDigestiveCondition,4806,0.015242771
measurement,3016038,Potassium [Moles/volume] in Urine,LOINC,2828-2,4801,0.015226913
measurement,42869529,Mitogen stimulated gamma interferon [Units/volume] corrected for background in Blood,LOINC,71774-4,4790,0.015192025
measurement,3025809,Q-T interval,LOINC,8634-8,4777,0.015150794
measurement,3015813,Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,3182-3,4771,0.015131765
measurement,40769783,Troponin T.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method,LOINC,67151-1,4770,0.015128593
measurement,3004809,Band form neutrophils/100 leukocytes in Blood,LOINC,26508-2,4721,0.014973184
measurement,3027945,Reticulocytes/100 erythrocytes in Blood,LOINC,4679-7,4703,0.014916095
measurement,3004239,Creatinine [Mass/time] in 24 hour Urine,LOINC,2162-6,4701,0.014909752
observation,2314342,Handling and/or conveyance of specimen for transfer from the office to a laboratory,CPT4,99000,4698,0.014900237
measurement,44806420,Estimation of glomerular filtration rate,SNOMED,7.92E+14,4684,0.014855834
measurement,3016724,Homocysteine [Moles/volume] in Serum or Plasma,LOINC,13965-9,4670,0.014811432
observation,441207,Adverse reaction to drug,SNOMED,62014003,4670,0.014811432
measurement,3028300,Cannabinoids [Presence] in Urine,LOINC,3427-2,4667,0.014801917
measurement,3021879,Hepatitis B virus core Ab [Presence] in Serum,LOINC,16933-4,4634,0.014697254
observation,43528839,Mental Health: Rx Meds for ADHD,PPI,MentalHealth_RxMedsforADHD,4617,0.014643336
observation,43530354,Mental Health: ADHD Currently,PPI,MentalHealth_ADHDCurrently,4617,0.014643336
observation,43530512,Mental Health: How Old Were You ADHD,PPI,MentalHealth_HowOldWereYouADHD,4617,0.014643336
measurement,3016255,Indirect antiglobulin test.IgG specific reagent [Presence] in Serum or Plasma,LOINC,1005-8,4599,0.014586247
measurement,2212166,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, with microscopy",CPT4,81001,4559,0.014459383
measurement,3009417,Choriogonadotropin.beta subunit (pregnancy test) [Presence] in Urine,LOINC,2112-1,4558,0.014456211
measurement,3037081,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P,LOINC,30239-8,4554,0.014443525
measurement,3032029,Measles virus IgG Ab [Presence] in Serum by Immunoassay,LOINC,35275-7,4553,0.014440353
measurement,46235174,Q-T interval corrected based on Bazett formula,LOINC,76635-2,4545,0.01441498
observation,1332769,Who do you know who has died? Check all that apply.,PPI,nhs_covid_fhc17b,4540,0.014399122
measurement,3013327,Hepatitis A virus IgM Ab [Presence] in Serum,LOINC,22314-9,4519,0.014332518
measurement,3048446,Mycobacterium tuberculosis tuberculin stimulated gamma interferon/Mitogen stimulated gamma interferon [Units/volume] in Control Blood,LOINC,46216-8,4481,0.014211997
measurement,3006239,Hemoglobin [Mass/volume] in Arterial blood by Oximetry,LOINC,14775-1,4466,0.014164423
observation,2414343,Handling and/or conveyance of specimen for transfer from the patient in other than an office to a laboratory (distance may be indicated),CPT4,99001,4452,0.01412002
observation,43528878,Skeletal Muscular: Rx Meds for Fibromyalgia,PPI,SkeletalMuscular_RxMedsforFibromyalgia,4437,0.014072446
observation,43530393,Skeletal Muscular: Fibromyalgia Currently,PPI,SkeletalMuscular_FibromyalgiaCurrently,4437,0.014072446
observation,43530551,Skeletal Muscular: How Old Were You Fibromyalgia,PPI,SkeletalMuscular_HowOldWereYouFibromyalgia,4437,0.014072446
measurement,3028741,6-Monoacetylmorphine (6-MAM) [Presence] in Urine,LOINC,10976-9,4435,0.014066103
measurement,3033319,Streptococcus pyogenes Ag [Presence] in Throat,LOINC,18481-2,4428,0.014043901
measurement,3035529,Creatinine renal clearance predicted by Cockcroft-Gault formula,LOINC,35591-7,4408,0.013980469
observation,903063,Smoking: Current Daily Cigarette Number Prefer Not To Answer,PPI,Smoking_CurrentDailyCigaretteNumberPreferNo,4405,0.013970954
observation,4149313,Advance directive discussed with patient,SNOMED,310302007,4403,0.013964611
measurement,3004372,Urate crystals amorphous [Presence] in Urine sediment by Light microscopy,LOINC,12454-5,4396,0.01394241
measurement,3029103,Nuclear Ab [Presence] in Serum by Immunofluorescence,LOINC,42254-3,4391,0.013926552
measurement,3024882,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,LOINC,19994-3,4376,0.013878978
observation,1384476,Respiratory: Rx Meds for Other Lung Condition,PPI,Respiratory_RxMedsforOtherLungCondition,4376,0.013878978
observation,1384635,Respiratory: How Old Were You Other Lung Condition,PPI,Respiratory_HowOldWereYouOtherLungCondition,4376,0.013878978
observation,1384651,Respiratory: Other Lung Condition Currently,PPI,Respiratory_OtherLungConditionCurrently,4376,0.013878978
measurement,3014173,Calcitriol [Mass/volume] in Serum or Plasma,LOINC,1649-3,4372,0.013866291
measurement,3043706,Sodium [Moles/volume] in Arterial blood,LOINC,32717-1,4364,0.013840918
measurement,3023596,Amphetamines [Presence] in Urine by Screen method,LOINC,19261-7,4358,0.013821889
observation,1384479,Skeletal Muscular: How Old Were You Rheumatoid Arthritis,PPI,SkeletalMuscular_HowOldWereYouRheumatoidArthritis,4354,0.013809202
observation,1384540,Skeletal Muscular: Rx Meds for Rheumatoid Arthritis,PPI,SkeletalMuscular_RxMedsforRheumatoidArthritis,4354,0.013809202
observation,1384593,Skeletal Muscular: Rheumatoid Arthritis Currently,PPI,SkeletalMuscular_RheumatoidArthritisCurrently,4354,0.013809202
measurement,3013731,Hepatitis B virus surface Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC,5193-8,4335,0.013748941
measurement,3011564,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC,5334-8,4325,0.013717225
measurement,3029879,Epithelial cells.squamous [#/volume] in Urine by Automated count,LOINC,51486-9,4322,0.013707711
measurement,3000456,Dacrocytes [Presence] in Blood by Light microscopy,LOINC,7791-7,4302,0.013644278
measurement,3041623,Adenovirus DNA [Presence] in Unspecified specimen by NAA with probe detection,LOINC,39528-5,4279,0.013571331
measurement,3005854,Burr cells [Presence] in Blood by Light microscopy,LOINC,7790-9,4263,0.013520585
measurement,21494994,Pain scale [Type],LOINC,80316-3,4262,0.013517414
measurement,3007405,General categories [Interpretation] of Cervical or vaginal smear or scraping by Cyto stain,LOINC,19762-4,4248,0.013473011
observation,4051114,Family history of diabetes mellitus,SNOMED,160303001,4240,0.013447638
measurement,3009609,"Carbon dioxide, total [Moles/volume] in Arterial blood",LOINC,2026-3,4239,0.013444467
measurement,3027492,Dry body weight Measured,LOINC,8341-0,4236,0.013434952
measurement,3000068,oxyCODONE [Presence] in Urine,LOINC,10998-3,4235,0.01343178
observation,43528850,Nervous System: Rx Meds for Chronic Fatigue,PPI,NervousSystem_RxMedsforChronicFatigue,4232,0.013422265
