observation_concept_id,value_as_concept_id.x,value_as_concept_id.y,Response_count,concept_name.x,concept_name.y,concept_name
1332748,1332864,45881677,886,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",A few days (1-2 days),Every day
1333120,45884455,45882528,886,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Often,Sometimes
1310052,45883772,903096,884,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home. How often did you wear a face mask or face covering?",All of the time,PMI: Skip
1333296,45884554,45884456,879,"In the past 7 days, I tried not to think about COVID-19.",Moderately,Quite a bit
1333024,1332777,45879460,871,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Does not describe me,Neutral
1310140,45877994,45878245,869,"Do you have a child(ren) that are currently enrolled in childcare centers, schools, or colleges?",Yes,No
1333291,1332771,1333170,868,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked reduced hours,"None of the above (if selected, no other response options are available"
1333120,45876662,45882528,856,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Never,Sometimes
1332739,45879460,1332777,838,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Neutral,Does not describe me
1333105,1333306,1333148,837,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",Most days (3-4 days),None of the days (0 days)
1333301,1333306,1332864,833,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",Most days (3-4 days),A few days (1-2 days)
1333104,1333133,1333226,832,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking breaks from watching, reading, or listening to news stories, including social media","Taking care of your body, such as taking deep breaths, stretching, or meditating"
1310134,1333148,1332864,830,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",None of the days (0 days),A few days (1-2 days)
1333104,1333133,1333130,817,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking breaks from watching, reading, or listening to news stories, including social media","Connecting with others, including talking with people you trust about your concerns and how you are feeling"
1333293,45876662,1332783,817,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",Never,A few times a month
1332866,45884554,45883172,813,"In the past 7 days, other things kept making me think about COVID-19.",Moderately,Not at all
1332866,45881667,45884456,810,"In the past 7 days, other things kept making me think about COVID-19.",A little bit,Quite a bit
1333120,45882528,45884455,808,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Sometimes,Often
1333104,1333226,1333133,806,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking care of your body, such as taking deep breaths, stretching, or meditating","Taking breaks from watching, reading, or listening to news stories, including social media"
1333102,45876949,45883539,799,"In the past month, have recommendations for socially distancing caused stress for you?",A little,A lot
1333296,45884456,45881667,798,"In the past 7 days, I tried not to think about COVID-19.",Quite a bit,A little bit
1333303,45884554,45883172,792,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Moderately,Not at all
1332748,45881677,1333148,791,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",Every day,None of the days (0 days)
1333104,1333130,1333133,785,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Connecting with others, including talking with people you trust about your concerns and how you are feeling","Taking breaks from watching, reading, or listening to news stories, including social media"
1333292,45881667,45884456,781,"In the past 7 days, I felt watchful or on-guard.",A little bit,Quite a bit
1332866,45879397,45884456,777,"In the past 7 days, other things kept making me think about COVID-19.",Extremely,Quite a bit
1333024,45879460,1332777,759,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Neutral,Does not describe me
1332835,45883275,45880775,749,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Agree a lot,Neither agree nor disagree
1333293,1332783,45876662,742,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",A few times a month,Never
1333296,45881667,45884456,737,"In the past 7 days, I tried not to think about COVID-19.",A little bit,Quite a bit
1333104,1333340,1333142,728,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs","Increasing watching, reading, or listening to news stories, including social media"
